OID_,UF_Animal_ID,Status,Capture_Date,Capture_Location,Trap_Name,Capture_Notes,UTM_Easting,UTM_Northing,Specimen_Condition,Intake_SVL,Intake_TL,Intake_Weight_kg,Measurements,Intake_Sex,Age_Class,General_Notes,Euth_Date,Final_Disposition,Nec_SVL,Nec_TL,Nec_Weight_kg,fat_g,Malformations,Extremities,Extremities_Notes,Reproductive_Sys,Nec_Sex,GI_Wt,Additional_Notes,Date_Diff,Analysis_Sex,SVL_Diff,Weight_Diff,mass_g,fulton,year,month_numb,day,month,percfat,sizeclass,NEAR_FID,C110111_DIST,C110424_DIST,JDC_DIST,Pond_DIST,UP_DIST,WCS_DIST,Hab1,Hab2
1015,TuMe3061,captured;UF trap line,7/9/2019,TH4_2019,936,NA,552845,2806551,Live,22,62.6,0.36,Dead,Male,NA,Shedding on tail,7/9/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,360,3.380916604,2019,7,9,Jul,NA,Group2,1,7895.339448,1847.108281,682.074776,899.4053591,1148.503374,5238.17955,5,5
1016,TuMe3062,captured;UF trap line,7/9/2019,TH7_2019,948,NA,551846,2806539,Live,22.5,61.1,0.35,Dead,Female,NA,NA,7/9/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,350,3.072702332,2019,7,9,Jul,NA,Group3,1,7706.637399,848.037735,434.3558449,196.817174,2147.492724,4970.942969,4,4
1017,TuMe3063,captured;UF trap line,7/9/2019,HH7_2019,949,NA,551862,2806540,Live,33,88.8,1.1,Dead,Female,NA,In shed,7/9/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,1100,3.060912152,2019,7,9,Jul,NA,Group4,1,7709.478128,864.0468737,421.6017078,188.6796226,2131.475076,4974.551739,4,4
1679,TuMe3064,captured;UF trap line,7/10/2019,HH1_2019,920,NA,553958,2806546,Live,29.3,81.5,0.78,Dead,Male,NA,Buttons posterior of cloaca,7/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,780,3.100928422,2019,7,10,Jul,NA,Group4,1,8227.126169,2960.038007,1764.947591,2002.890911,52.40229003,5713.869529,4,4
1680,TuMe3065,captured;UF trap line,7/10/2019,TH1_2019,921,NA,553958,2806570,Live,19.2,47.3,0.18,Dead,Female,NA,Tail Regen: 5.4 cm,7/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,180,2.54313151,2019,7,10,Jul,NA,Group2,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1018,TuMe3066,captured;UF trap line,7/10/2019,TH5_2019,939,NA,552332,2806544,Live,20.1,56.4,0.2,Dead,Female,NA,NA,7/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,200,2.462871898,2019,7,10,Jul,NA,Group2,1,7782.18125,1334.063342,271.0129148,404.7171852,1661.505943,5077.395888,4,4
158,TuMe3067,captured;UF trap line,7/10/2019,HH16_2019,990,NA,547801,2806515,Live,31,85.9,0.95,Dead,Female,NA,NA,7/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,950,3.188882548,2019,7,10,Jul,NA,Group4,1,8261.476442,3197.040037,4414.142046,4163.189402,6192.395659,5857.371851,5,6
1681,TuMe3069,captured;UF trap line,7/11/2019,UP2_2019,923,NA,554005,2806582,Live,21.4,57.3,0.21,Dead,Male,NA,NA,7/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,210,2.142781927,2019,7,11,Jul,NA,Group2,1,8277.818674,3007.43246,1816.707186,2052.962006,12.36931688,5768.869907,5,5
1682,TuMe3070,captured;UF trap line,7/11/2019,UP3_2019,924,NA,553981,2806595,Live,18.6,41.8,0.2,Dead,Female,NA,Tail Regen = 12.6 cm,7/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,200,3.108072659,2019,7,11,Jul,NA,Group2,1,8281.13718,2983.686478,1795.073815,2030.415228,15.62049935,5767.745227,5,5
1683,TuMe3071,captured;UF trap line,7/11/2019,UP6_2019,927,NA,553967,2806629,Live,23.4,63.5,0.41,Dead,Male,NA,NA,7/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,410,3.199899102,2019,7,11,Jul,NA,Group3,1,8307.738862,2970.616939,1787.170389,2020.402435,51.10772936,5789.923056,5,5
1019,TuMe3072,captured;UF trap line,7/11/2019,TH4_2019,936,NA,552845,2806551,Live,24.5,67.8,0.49,Dead,Female,NA,NA,7/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,490,3.331945023,2019,7,11,Jul,NA,Group3,1,7895.339448,1847.108281,682.074776,899.4053591,1148.503374,5238.17955,5,5
1020,TuMe3073,captured;UF trap line,7/11/2019,DFD1_2019,944,NA,551997,2806371,Live,21.6,60.8,0.31,Dead,Female,NA,NA,7/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,310,3.076099934,2019,7,11,Jul,NA,Group2,1,7558.917449,1011.731684,223.8972979,36.138622,2007.439165,4832.901096,4,4
1021,TuMe3074,captured;UF trap line,7/11/2019,DFD2_2019,945,NA,551997,2806372,Live,19,48.7,0.2,Dead,Male,NA,NA,7/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,200,2.91587695,2019,7,11,Jul,NA,Group2,1,7559.908068,1011.574021,224.2074932,35.90264614,2007.332807,4833.881256,4,4
1022,TuMe3075,captured;UF trap line,7/11/2019,TH8_2019,953,NA,551649,2806539,Live,19.2,51.9,0.21,Dead,Female,NA,NA,7/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,210,2.966986762,2019,7,11,Jul,NA,Group2,1,7686.583181,651.0491533,609.0073891,351.0697936,2344.451322,4942.785146,4,4
1023,TuMe3076,captured;UF trap line,7/12/2019,TH4_2019,936,NA,552845,2806551,Live,25.2,54.8,0.45,Dead,Male,NA,Tail Regen = 7.4cm,7/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,450,2.811971349,2019,7,12,Jul,NA,Group3,1,7895.339448,1847.108281,682.074776,899.4053591,1148.503374,5238.17955,5,5
1024,TuMe3077,captured;UF trap line,7/10/2019,TH7_2019,948,NA,551846,2806539,Live,22.4,60.3,0.34,Dead,Male,NA,NA,7/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Male,NA,NA,340,3.025066053,2019,7,10,Jul,NA,Group2,1,7706.637399,848.037735,434.3558449,196.817174,2147.492724,4970.942969,4,4
1025,TuMe3078,captured;UF trap line,7/12/2019,TH9_2019,955,NA,551297,2806527,Live,20.9,58,0.28,Dead,Female,NA,NA,7/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,280,3.067038114,2019,7,12,Jul,NA,Group2,1,7651.249898,299.0267547,940.3159044,681.0535955,2696.623815,4899.797241,4,4
1684,TuMe3079,captured;UF trap line,7/16/2019,TH1_2019,921,NA,553958,2806570,Live,20.5,54.6,0.22,Dead,Male,NA,Regen Tail: 6.6 cm,7/16/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,220,2.55364838,2019,7,16,Jul,NA,Group2,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1685,TuMe3080,captured;UF trap line,7/16/2019,UP3_2019,924,NA,553981,2806595,Live,25.6,65.7,0.52,Dead,Female,NA,Missing tip of tail; base of tail has scar on top,7/16/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,520,3.099441528,2019,7,16,Jul,NA,Group3,1,8281.13718,2983.686478,1795.073815,2030.415228,15.62049935,5767.745227,5,5
1026,TuMe3081,captured;UF trap line,7/16/2019,TH4_2019,936,NA,552845,2806551,Live,20.1,52.7,0.26,Dead,Male,NA,Regen Tail: 8.0 cm,7/16/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,260,3.201733468,2019,7,16,Jul,NA,Group2,1,7895.339448,1847.108281,682.074776,899.4053591,1148.503374,5238.17955,5,5
1027,TuMe3082,captured;UF trap line,7/16/2019,TH5_2019,939,NA,552332,2806544,Live,20.9,60.5,0.28,Dead,Male,NA,NA,7/16/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,280,3.067038114,2019,7,16,Jul,NA,Group2,1,7782.18125,1334.063342,271.0129148,404.7171852,1661.505943,5077.395888,4,4
370,TuMe3083,captured;UF trap line,7/16/2019,DFO4_2019,985,NA,549376,2806520,Live,13.6,37.4,0.06,Dead,Male,NA,NA,7/16/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,60,2.385253409,2019,7,16,Jul,NA,Group1,1,7800.353389,1622.037299,2842.372249,2589.786864,4617.457526,5161.256146,4,4
371,TuMe3084,captured;UF trap line,7/16/2019,HH19_2019,1015,NA,551017,2805509,Live,22.6,63.5,0.36,Dead,Female,NA,Head and neck damaged from a bit of some sort; potentially a predator,7/16/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,360,3.11872573,2019,7,16,Jul,NA,Group3,1,6626.211965,1022.176599,1432.514572,1285.171584,3164.546097,3875.062451,5,5
1028,TuMe3085,captured;UF trap line,7/16/2019,TH9_2019,955,NA,551297,2806527,Live,21.6,62.1,0.3,Dead,Male,NA,"Right side, inside digit of right front hand twisted",7/16/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,300,2.976870904,2019,7,16,Jul,NA,Group2,1,7651.249898,299.0267547,940.3159044,681.0535955,2696.623815,4899.797241,4,4
1686,TuMe3087,captured;UF trap line,7/17/2019,UP3_2019,924,Caught with TuMe3088,553981,2806595,Live,19.5,53.7,0.2,Dead,Male,NA,NA,7/17/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,200,2.697280804,2019,7,17,Jul,NA,Group2,1,8281.13718,2983.686478,1795.073815,2030.415228,15.62049935,5767.745227,5,5
1687,TuMe3088,captured;UF trap line,7/17/2019,UP3_2019,924,Caught with TuMe3087,553981,2806595,Live,25.9,71.2,0.5,Dead,Male,NA,NA,7/17/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,500,2.877866953,2019,7,17,Jul,NA,Group3,1,8281.13718,2983.686478,1795.073815,2030.415228,15.62049935,5767.745227,5,5
1688,TuMe3089,captured;UF trap line,7/17/2019,UP6_2019,927,NA,553967,2806629,Live,22.5,63.6,0.34,Dead,Female,NA,NA,7/17/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,340,2.984910837,2019,7,17,Jul,NA,Group3,1,8307.738862,2970.616939,1787.170389,2020.402435,51.10772936,5789.923056,5,5
1029,TuMe3091,captured;UF trap line,7/17/2019,TH5_2019,939,NA,552332,2806544,Live,21.4,59.8,0.32,Dead,Male,NA,NA,7/17/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,320,3.265191508,2019,7,17,Jul,NA,Group2,1,7782.18125,1334.063342,271.0129148,404.7171852,1661.505943,5077.395888,4,4
1030,TuMe3092,captured;UF trap line,7/17/2019,DFD1_2019,944,NA,551997,2806371,Live,19.9,57.8,0.25,Dead,Male,NA,NA,7/17/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,250,3.172347686,2019,7,17,Jul,NA,Group2,1,7558.917449,1011.731684,223.8972979,36.138622,2007.439165,4832.901096,4,4
372,TuMe3093,captured;UF trap line,7/17/2019,TH10_2019,974,NA,550864,2806527,Live,28.1,45.2,0.65,Dead,Male,NA,Tail regeneration: 3.3 cm,7/17/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,650,2.929506034,2019,7,17,Jul,NA,Group4,1,7644.65408,134.0596882,1364.676152,1107.796461,3129.537506,4896.128471,5,6
373,TuMe3094,captured;UF trap line,7/17/2019,HH18_2019,1014,NA,551024,2805960,Live,24.2,67.5,0.45,Dead,Male,NA,NA,7/17/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,450,3.175165857,2019,7,17,Jul,NA,Group3,1,7077.25434,571.5916374,1234.325727,1027.737321,3034.070863,4326.026005,4,4
1689,TuMe3095,captured;UF trap line,7/18/2019,HH1_2019,920,NA,553958,2806546,Live,28.3,69.4,0.76,Dead,Female,NA,Regen Tail = 12.8 cm,7/18/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,760,3.353160069,2019,7,18,Jul,NA,Group4,1,8227.126169,2960.038007,1764.947591,2002.890911,52.40229003,5713.869529,4,4
1690,TuMe3096,captured;UF trap line,7/18/2019,TH1_2019,921,NA,553958,2806570,Live,19.4,55.1,0.2,Dead,Female,NA,NA,7/18/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,200,2.739206704,2019,7,18,Jul,NA,Group2,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1691,TuMe3097,captured;UF trap line,7/18/2019,UP2_2019,923,NA,554005,2806582,Live,13.8,41.1,0.08,Dead,Female,NA,NA,7/18/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,80,3.044056632,2019,7,18,Jul,NA,Group1,1,8277.818674,3007.43246,1816.707186,2052.962006,12.36931688,5768.869907,5,5
1692,TuMe3098,captured;UF trap line,7/19/2019,DFB3_2019,934,NA,553413,2806520,Live,12.1,34,0.05,Dead,Female,NA,NA,7/19/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,50,2.82236965,2019,7,19,Jul,NA,Group1,1,8020.060474,2415.025052,1222.592737,1457.738317,583.6308765,5432.206918,4,4
1031,TuMe3099,captured;UF trap line,7/19/2019,TH6_2019,940,NA,552063,2806545,Live,20.8,56.8,0.26,Dead,Male,NA,NA,7/19/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,260,2.889238166,2019,7,19,Jul,NA,Group2,1,7740.416332,1065.092015,284.0035211,193.4580058,1930.414463,5016.622071,4,4
1032,TuMe3101,captured;UF trap line,7/23/2019,DFD4_2019,947,NA,552004,2806371,Live,13.5,38.5,0.08,Dead,Female,NA,NA,7/23/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,80,3.251536859,2019,7,23,Jul,NA,Group1,1,7559.877248,1018.644197,217.2487054,42.95346319,2000.479193,4834.293537,4,4
374,TuMe3102,captured;UF trap line,7/23/2019,TH17_2019,1012,NA,551009,2806453,Live,19.5,53.2,0.24,Dead,Female,NA,NA,7/23/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,240,3.236736965,2019,7,23,Jul,NA,Group2,1,7570.13375,78.77182237,1210.455286,955.7918183,2986.918144,4819.093379,5,5
1693,TuMe3103,captured;UF trap line,7/24/2019,UP1_2019,922,NA,554002,2806597,Live,20.8,57.7,0.22,Dead,Female,NA,NA,7/24/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,220,2.444739986,2019,7,24,Jul,NA,Group2,1,8290.671867,3004.724946,1816.119214,2051.508957,15,5780.202246,5,5
1694,TuMe3104,captured;UF trap line,7/24/2019,UP3_2019,924,NA,553981,2806595,Live,14.8,43.8,0.1,Dead,Female,NA,NA,7/24/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,100,3.08471364,2019,7,24,Jul,NA,Group1,1,8281.13718,2983.686478,1795.073815,2030.415228,15.62049935,5767.745227,5,5
1033,TuMe3105,captured;UF trap line,7/24/2019,TH4_2019,936,NA,552845,2806551,Live,23.1,65.5,0.38,Dead,Male,NA,NA,7/24/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,380,3.082816373,2019,7,24,Jul,NA,Group3,1,7895.339448,1847.108281,682.074776,899.4053591,1148.503374,5238.17955,5,5
1034,TuMe3106,captured;UF trap line,7/24/2019,DFE1_2019,950,NA,551800,2806556,Live,18.9,51.4,0.18,Dead,Female,NA,NA,7/24/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,180,2.666165428,2019,7,24,Jul,NA,Group2,1,7718.408191,802.3895563,482.3028094,239.2070233,2193.191738,4980.482406,4,4
1035,TuMe3107,captured;UF trap line,7/24/2019,TH9_2019,955,NA,551297,2806527,Live,20,55.7,0.24,Dead,Female,NA,NA,7/24/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,240,3,2019,7,24,Jul,NA,Group2,1,7651.249898,299.0267547,940.3159044,681.0535955,2696.623815,4899.797241,4,4
1695,TuMe3108,captured;UF trap line,7/25/2019,HH1_2019,920,NA,553958,2806546,Live,30,83.7,0.92,Dead,Female,NA,NA,7/25/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,920,3.407407407,2019,7,25,Jul,NA,Group4,1,8227.126169,2960.038007,1764.947591,2002.890911,52.40229003,5713.869529,4,4
1696,TuMe3109,captured;UF trap line,7/25/2019,TH1_2019,921,NA,553958,2806570,Live,15.1,44.2,0.11,Dead,Female,NA,NA,7/25/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,110,3.194933648,2019,7,25,Jul,NA,Group1,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1697,TuMe3110,captured;UF trap line,7/25/2019,UP3_2019,924,NA,553981,2806595,Live,15.3,42.4,0.1,Dead,Female,NA,NA,7/25/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,100,2.792066176,2019,7,25,Jul,NA,Group1,1,8281.13718,2983.686478,1795.073815,2030.415228,15.62049935,5767.745227,5,5
1698,TuMe3111,captured;UF trap line,7/25/2019,DFB3_2019,934,NA,553413,2806520,Live,12.3,33.5,0.05,Dead,Female,NA,NA,7/25/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,50,2.686919592,2019,7,25,Jul,NA,Group1,1,8020.060474,2415.025052,1222.592737,1457.738317,583.6308765,5432.206918,4,4
1036,TuMe3112,captured;UF trap line,7/25/2019,TH5_2019,939,NA,552332,2806544,Live,14.2,40.3,0.08,Dead,Female,NA,NA,7/25/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,80,2.793990685,2019,7,25,Jul,NA,Group1,1,7782.18125,1334.063342,271.0129148,404.7171852,1661.505943,5077.395888,4,4
1037,TuMe3113,captured;UF trap line,7/25/2019,DFD2_2019,945,NA,551997,2806372,Live,21.5,49,0.37,Dead,Male,NA,Regen Tail: 7.5 cm,7/25/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,370,3.722942634,2019,7,25,Jul,NA,Group2,1,7559.908068,1011.574021,224.2074932,35.90264614,2007.332807,4833.881256,4,4
375,TuMe3114,captured;UF trap line,7/25/2019,DFN2_2019,966,NA,550978,2806550,Live,12,33.2,0.05,Dead,Female,NA,NA,7/25/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,50,2.893518519,2019,7,25,Jul,NA,Group1,1,7667.012782,27.58622845,1256.713173,998.5769875,3015.203144,4916.378444,5,6
376,TuMe3115,captured;UF trap line,7/25/2019,TH18_2019,1013,NA,551014,2805945,Live,15.1,43.5,0.1,Dead,Female,NA,NA,7/25/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,100,2.904485135,2019,7,25,Jul,NA,Group1,1,7062.177001,586.2183893,1248.144623,1043.03835,3046.972432,4311.072488,4,4
377,TuMe3116,captured;UF trap line,7/25/2019,HH19_2019,1015,NA,551017,2805509,Live,25,68.7,0.55,Dead,Male,NA,NA,7/25/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,550,3.52,2019,7,25,Jul,NA,Group3,1,6626.211965,1022.176599,1432.514572,1285.171584,3164.546097,3875.062451,5,5
1699,TuMe3118,captured;UF trap line,7/26/2019,TH1_2019,921,NA,553958,2806570,Live,23.5,65.3,0.42,Dead,Male,NA,NA,7/26/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,420,3.236277125,2019,7,26,Jul,NA,Group3,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1700,TuMe3119,captured;UF trap line,7/26/2019,DFB1_2019,932,NA,553414,2806529,Live,27.2,65,0.6,Dead,Female,NA,Regen tail: 8.5 cm,7/26/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,600,2.981566762,2019,7,26,Jul,NA,Group4,1,8028.936169,2416.000828,1225.212227,1459.624952,581.7018136,5440.739839,4,4
1701,TuMe3120,captured;UF trap line,7/26/2019,DFB4_2019,935,NA,553413,2806521,Live,23.5,67.4,0.48,Dead,Male,NA,NA,7/26/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,480,3.698602429,2019,7,26,Jul,NA,Group3,1,8021.012717,2415.020704,1222.771442,1457.834696,583.520351,5433.106386,4,4
1954,TuMe3121,captured;UF trap line,7/26/2019,DFF3_2019,962,NA,551003,2807599,Live,12,26.1,0.05,Dead,Male,NA,Regen tail: 3.0 cm,7/26/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,50,2.893518519,2019,7,26,Jul,NA,Group1,1,8716.087253,1068.011704,1771.738694,1551.013217,3157.260838,5965.108633,4,4
1038,TuMe3122,captured;UF trap line,7/30/2019,CM3_2019,1062,NA,551988,2806477,Live,13.2,38.5,0.08,Dead,Male,NA,NA,7/30/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,80,3.478309263,2019,7,30,Jul,NA,Group1,1,7662.728757,991.4716335,282.6817999,100.4241007,2007.906621,4935.103849,4,4
1039,TuMe3125,captured;UF trap line,7/30/2019,TH4_2019,936,NA,552845,2806551,Live,14,40,0.08,Dead,Female,NA,NA,7/30/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,80,2.915451895,2019,7,30,Jul,NA,Group1,1,7895.339448,1847.108281,682.074776,899.4053591,1148.503374,5238.17955,5,5
159,TuMe3126,captured;UF trap line,7/30/2019,TH16_2019,991,NA,547809,2806512,Live,17.4,49.4,0.16,Dead,Female,NA,NA,7/30/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,160,3.037191934,2019,7,30,Jul,NA,Group2,1,8255.644493,3189.0566,4406.007376,4155.097231,6184.430855,5850.451606,5,6
1702,TuMe3127,captured;UF trap line,7/31/2019,TH1_2019,921,NA,553958,2806570,Live,19.9,43.2,0.24,Dead,Female,NA,Regen tail: 13.6 cm,7/31/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,240,3.045453778,2019,7,31,Jul,NA,Group2,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1703,TuMe3128,captured;UF trap line,7/31/2019,UP3_2019,924,NA,553981,2806595,Live,14,39.6,0.08,Dead,Female,NA,NA,7/31/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,80,2.915451895,2019,7,31,Jul,NA,Group1,1,8281.13718,2983.686478,1795.073815,2030.415228,15.62049935,5767.745227,5,5
1040,TuMe3129,captured;UF trap line,7/31/2019,TH4_2019,936,NA,552845,2806551,Live,13.2,38.2,0.06,Dead,Female,NA,Shedding on tail,7/31/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,60,2.608731948,2019,7,31,Jul,NA,Group1,1,7895.339448,1847.108281,682.074776,899.4053591,1148.503374,5238.17955,5,5
1041,TuMe3130,captured;UF trap line,7/31/2019,TH5_2019,939,NA,552332,2806544,Live,20.1,53.7,0.26,Dead,Male,NA,NA,7/31/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,260,3.201733468,2019,7,31,Jul,NA,Group2,1,7782.18125,1334.063342,271.0129148,404.7171852,1661.505943,5077.395888,4,4
1042,TuMe3131,captured;UF trap line,7/31/2019,DFD4_2019,947,NA,552004,2806371,Live,22.9,63.4,0.4,Dead,Male,NA,NA,7/31/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,400,3.330838258,2019,7,31,Jul,NA,Group3,1,7559.877248,1018.644197,217.2487054,42.95346319,2000.479193,4834.293537,4,4
1043,TuMe3132,captured;UF trap line,7/31/2019,TH7_2019,948,NA,551846,2806539,Live,23.9,66.9,0.48,Dead,Female,NA,Shedding on tail,7/31/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,480,3.515989217,2019,7,31,Jul,NA,Group3,1,7706.637399,848.037735,434.3558449,196.817174,2147.492724,4970.942969,4,4
1044,TuMe3133,captured;UF trap line,7/31/2019,TH8_2019,953,NA,551649,2806539,Live,22,62.4,0.36,Dead,Male,NA,NA,7/31/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,360,3.380916604,2019,7,31,Jul,NA,Group2,1,7686.583181,651.0491533,609.0073891,351.0697936,2344.451322,4942.785146,4,4
1045,TuMe3134,captured;UF trap line,7/31/2019,TH9_2019,955,NA,551297,2806527,Live,24,57.3,0.46,Dead,Female,NA,Regen tail: 12.5 cm,7/31/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,460,3.327546296,2019,7,31,Jul,NA,Group3,1,7651.249898,299.0267547,940.3159044,681.0535955,2696.623815,4899.797241,4,4
1955,TuMe3135,captured;UF trap line,7/31/2019,DFF5_2019,964,NA,551001,2807598,Live,23.6,67.4,0.46,Dead,Female,NA,NA,7/31/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,460,3.499627518,2019,7,31,Jul,NA,Group3,1,8715.078542,1067.004217,1772.370447,1551.465436,3158.83412,5964.121058,4,4
160,TuMe3136,captured;UF trap line,7/31/2019,TH16_2019,991,NA,547809,2806512,Live,25.3,70.3,0.52,Dead,Male,NA,Missing front right limb,7/31/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,520,3.211010902,2019,7,31,Jul,NA,Group3,1,8255.644493,3189.0566,4406.007376,4155.097231,6184.430855,5850.451606,5,6
